METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT,MON_PARKING,TUE_PARKING,WED_PARKING,THU_PARKING,FRI_PARKING,SAT_PARKING,SUN_PARKING
4008,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Kalinga Ave & Pool Entry in Spring Hill,16,0,,153.022179,-27.458441,4000263,16,107,"{""coordinates"": [153.022179, -27.458441000000015], ""type"": ""Point""}","-27.458441000000015, 153.022179",16,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4009,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Kalinga Ave & Pool Entry in Spring Hill,14,0,,153.024164,-27.457185,4000263,16,108,"{""coordinates"": [153.024164, -27.45718500000001], ""type"": ""Point""}","-27.45718500000001, 153.024164",14,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4010,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Pool Entry & Brunswick Tce in Spring Hill,11,0,,153.02688,-27.453861,4000431,16,109,"{""coordinates"": [153.02688, -27.453860999999996], ""type"": ""Point""}","-27.453860999999996, 153.02688",11,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4012,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Warry St between Gregory Tce & Water St in Fortitude Valley,20,0,,153.028,-27.454064,4000336,16,110,"{""coordinates"": [153.028, -27.45406400000001], ""type"": ""Point""}","-27.45406400000001, 153.028",20,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4013,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.15,,Warry St between Gregory Tce & Water St in Fortitude Valley,5,0,,153.028634,-27.454581,4000337,,111,"{""coordinates"": [153.028634, -27.454580999999994], ""type"": ""Point""}","-27.454580999999994, 153.028634",5,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 6.15}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4014,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Warry St between Water St & Bathgate St in Fortitude Valley,6,0,,153.028709,-27.454737,4000336,16,112,"{""coordinates"": [153.028709, -27.454737], ""type"": ""Point""}","-27.454737, 153.028709",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4015,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Warry St between Bathgate St & Gregory Tce in Fortitude Valley,5,0,,153.027535,-27.453823,4000335,16,113,"{""coordinates"": [153.027535, -27.453823], ""type"": ""Point""}","-27.453823, 153.027535",5,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4016,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Warry St & Kennigo St in Spring Hill,8,0,,153.027167,-27.453902,4000431,16,114,"{""coordinates"": [153.027167, -27.453902000000006], ""type"": ""Point""}","-27.453902000000006, 153.027167",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4017,PAY BY MOBILE APP ONLY,KENNIGO ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Kennigo St between Gregory Tce & Bathgate St in Spring Hill,4,0,,153.027193,-27.454255,4000433,16,115,"{""coordinates"": [153.027193, -27.454255000000003], ""type"": ""Point""}","-27.454255000000003, 153.027193",4,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4018,PAY BY MOBILE APP ONLY,KENNIGO ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Kennigo St between Bathgate St & Water St in Spring Hill,6,0,,153.027826,-27.454772,4000433,16,116,"{""coordinates"": [153.027826, -27.454772000000013], ""type"": ""Point""}","-27.454772000000013, 153.027826",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4019,PAY BY MOBILE APP ONLY,KENNIGO ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Kennigo St between Gregory Tce & Water St in Spring Hill,5,0,,153.028589,-27.455312,4000433,16,117,"{""coordinates"": [153.02858899999998, -27.45531200000001], ""type"": ""Point""}","-27.45531200000001, 153.02858899999998",5,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4020,PAY BY MOBILE APP ONLY,KENNIGO ST,SPRING HILL,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Kennigo St between Water St & Gregory Tce in Spring Hill,5,0,,153.028385,-27.455341,4000432,16,118,"{""coordinates"": [153.028385, -27.455340999999997], ""type"": ""Point""}","-27.455340999999997, 153.028385",5,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4021,PAY BY MOBILE APP ONLY,KENNIGO ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Kennigo St between Water St & Gregory Tce in Spring Hill,4,0,,153.027192,-27.454386,4000433,16,119,"{""coordinates"": [153.027192, -27.45438600000001], ""type"": ""Point""}","-27.45438600000001, 153.027192",4,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4022,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Kennigo St & Hill St in Spring Hill,4,0,,153.026936,-27.454435,4000431,16,120,"{""coordinates"": [153.02693600000003, -27.454435], ""type"": ""Point""}","-27.454435, 153.02693600000003",4,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4023,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Hill St & Park St in Spring Hill,4,0,,153.026854,-27.454979,4000431,16,121,"{""coordinates"": [153.026854, -27.454979000000016], ""type"": ""Point""}","-27.454979000000016, 153.026854",4,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4024,TICKETLESS METER MULTISPACE,GREGORY TCE,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Gregory Tce between Hill St & Park St in Spring Hill,4,0,,153.026621,-27.455031,4000431,16,122,"{""coordinates"": [153.026621, -27.455031000000016], ""type"": ""Point""}","-27.455031000000016, 153.026621",4,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4025,TICKETLESS METER MULTISPACE,WATER ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Water St between Warry St & Kennigo St in Spring Hill,7,0,,153.028841,-27.455278,4000436,16,123,"{""coordinates"": [153.02884099999997, -27.455278000000003], ""type"": ""Point""}","-27.455278000000003, 153.02884099999997",7,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
4026,TICKETLESS METER MULTISPACE,WARRY ST,FORTITUDE VALLEY,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Warry St between Water St & St Pauls Tce in Fortitude Valley,10,0,,153.029587,-27.455149,4000390,16,124,"{""coordinates"": [153.029587, -27.455149], ""type"": ""Point""}","-27.455149, 153.029587",10,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
