METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT,MON_PARKING,TUE_PARKING,WED_PARKING,THU_PARKING,FRI_PARKING,SAT_PARKING,SUN_PARKING
5626,TICKETLESS METER MULTISPACE,WOLSELEY ST,WOOLLOONGABBA,3,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",3,,Wolseley St between O'Keefe St & Tottenham St in Woolloongabba,17,0,,153.036616,-27.500064,4000766,,715,"{""coordinates"": [153.036616, -27.50006399999999], ""type"": ""Point""}","-27.50006399999999, 153.036616",17,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 3.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5627,TICKETLESS METER MULTISPACE,CARL ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",2,,Carl St between Tottenham St & O'Keefe St in Woolloongabba,12,0,,153.037653,-27.500138,4000750,11,716,"{""coordinates"": [153.03765300000003, -27.500138000000003], ""type"": ""Point""}","-27.500138000000003, 153.03765300000003",12,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5628,TICKETLESS METER MULTISPACE,CARL ST,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",2,,Carl St between Tottenham St & O'Keefe St in Woolloongabba,8,0,,153.03785,-27.499016,4000751,,717,"{""coordinates"": [153.03785, -27.499016000000022], ""type"": ""Point""}","-27.499016000000022, 153.03785",8,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5630,TICKETLESS METER MULTISPACE,CARL ST,WOOLLOONGABBA,4,NONE,MON-FRI,8AM-5PM,"Zone 3, 15 min free",2,,Carl St between O'Keefe St & Cornwall St in Woolloongabba,21,0,,153.03823,-27.497766,4000751,,718,"{""coordinates"": [153.03823, -27.497766000000016], ""type"": ""Point""}","-27.497766000000016, 153.03823",21,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 2.0}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5631,TICKETLESS METER MULTISPACE,CARL ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",2,,Carl St between O'Keefe St & Cornwall St in Woolloongabba,21,0,,153.037959,-27.499387,4000750,11,719,"{""coordinates"": [153.037959, -27.499387000000013], ""type"": ""Point""}","-27.499387000000013, 153.037959",21,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5632,TICKETLESS METER MULTISPACE,REGENT ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",2,,Regent St between Cornwall St & End in Woolloongabba,19,0,,153.038656,-27.50134,4000752,11,720,"{""coordinates"": [153.038656, -27.50134], ""type"": ""Point""}","-27.50134, 153.038656",19,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5634,TICKETLESS METER MULTISPACE,REGENT ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 3, 15 min free",2,,Regent St between End & Cornwall St in Woolloongabba,52,0,,153.039071,-27.499964,4000752,11,721,"{""coordinates"": [153.03907100000004, -27.499964000000006], ""type"": ""Point""}","-27.499964000000006, 153.03907100000004",52,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 2.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5635,TICKETLESS METER MULTISPACE,HARROGATE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Harrogate St between End & Ipswich Rd in Woolloongabba,15,0,,153.035525,-27.495936,4000749,14.5,722,"{""coordinates"": [153.035525, -27.495936000000004], ""type"": ""Point""}","-27.495936000000004, 153.035525",15,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5637,TICKETLESS METER MULTISPACE,HARROGATE ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Harrogate St between Ipswich Rd & Bourne St in Woolloongabba,34,0,,153.03649,-27.495967,4000749,14.5,723,"{""coordinates"": [153.03649, -27.495967], ""type"": ""Point""}","-27.495967, 153.03649",34,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5639,TICKETLESS METER MULTISPACE,MORRISSEY ST,WOOLLOONGABBA,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3,,Reis St between Morressy St & End in Woolloongabba,5,0,,153.035526,-27.494643,4000748,14.5,724,"{""coordinates"": [153.035526, -27.494643000000007], ""type"": ""Point""}","-27.494643000000007, 153.035526",5,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 3.0}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5115,TICKETLESS METER MULTISPACE,JANE ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Jane St between Little Jane St & Boundary St in West End,13,0,,153.011198,-27.478974,4000694,16,725,"{""coordinates"": [153.011198, -27.478974000000008], ""type"": ""Point""}","-27.478974000000008, 153.011198",13,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5117,TICKETLESS METER MULTISPACE,CAMERON ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Cameron St between End & Montague Rd in South Brisbane,15,0,,153.010301,-27.475561,4000609,16,726,"{""coordinates"": [153.010301, -27.475561], ""type"": ""Point""}","-27.475561, 153.010301",15,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5118,TICKETLESS METER MULTISPACE,NORFOLK RD,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Norfolk Rd between Boundary St & Montague Rd in South Brisbane,14,0,,153.010929,-27.475052,4000613,16,727,"{""coordinates"": [153.010929, -27.475051999999998], ""type"": ""Point""}","-27.475051999999998, 153.010929",14,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5120,TICKETLESS METER MULTISPACE,BRERETON ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Brereton St between Boundary St & Montague Rd in South Brisbane,8,0,,153.011742,-27.47462,4000611,16,728,"{""coordinates"": [153.011742, -27.474619999999994], ""type"": ""Point""}","-27.474619999999994, 153.011742",8,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5121,TICKETLESS METER MULTISPACE,BRERETON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Brereton St between Boundary St & Montague Rd in South Brisbane,13,0,,153.012587,-27.475386,4000615,16,729,"{""coordinates"": [153.012587, -27.475385999999993], ""type"": ""Point""}","-27.475385999999993, 153.012587",13,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5122,TICKETLESS METER MULTISPACE,BRERETON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.05,,Brereton St between Montague Rd & Boundary St in South Brisbane,7,0,,153.012528,-27.475141,4000615,16,730,"{""coordinates"": [153.012528, -27.475140999999994], ""type"": ""Point""}","-27.475140999999994, 153.012528",7,"[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '08:00', 'type': 'Free'}, {'from': '08:00', 'to': '17:00', 'type': 'Paid', 'fee': 4.05}, {'from': '17:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5124,TICKETLESS METER MULTISPACE,OXFORD ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Oxford St between Brereton St & End in South Brisbane,16,0,,153.012115,-27.4745,4000611,16,731,"{""coordinates"": [153.012115, -27.474500000000003], ""type"": ""Point""}","-27.474500000000003, 153.012115",16,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
5126,PAY BY MOBILE APP ONLY,HOPE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.05,,Hope St between Montague Rd & Peel St in South Brisbane,6,0,,153.015445,-27.471486,4000601,16,732,"{""coordinates"": [153.01544500000003, -27.471485999999995], ""type"": ""Point""}","-27.471485999999995, 153.01544500000003",6,"[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '07:00', 'type': 'Free'}, {'from': '07:00', 'to': '19:00', 'type': 'Paid', 'fee': 4.05}, {'from': '19:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]","[{'from': '00:00', 'to': '23:59', 'type': 'Free'}]"
